NameError: name is not defined,	simple	0.016182661056518555	0	0,
NameError: name is not defined,	standard	0.013806819915771484	0	0,
NameError: name is not defined,	stop	0.009788036346435547	0	0,
NameError: name is not defined,	simple	0.01890420913696289	1	1,
NameError: name is not defined,	standard	0.01724839210510254	1	1,
NameError: name is not defined,	stop	0.014121055603027344	1	1,
NameError: name is not defined,	simple	0.015068292617797852	2	1,
NameError: name is not defined,	standard	0.01774454116821289	2	1,
NameError: name is not defined,	stop	0.009557723999023438	2	1,
NameError: name is not defined,	simple	0.01582813262939453	3	1,
NameError: name is not defined,	standard	0.026935338973999023	3	1,
NameError: name is not defined,	stop	0.011538505554199219	3	1,
NameError: name is not defined,	simple	0.030744075775146484	4	1,
NameError: name is not defined,	standard	0.0173492431640625	4	1,
NameError: name is not defined,	stop	0.009073734283447266	4	1,
IndexError: list index out of range,	simple	0.01488184928894043	0	1,
IndexError: list index out of range,	standard	0.007598876953125	0	1,
IndexError: list index out of range,	stop	0.04660654067993164	0	1,
IndexError: list index out of range,	simple	0.010965824127197266	1	1,
IndexError: list index out of range,	standard	0.00978851318359375	1	1,
IndexError: list index out of range,	stop	0.012285232543945312	1	1,
IndexError: list index out of range,	simple	0.01154637336730957	2	1,
IndexError: list index out of range,	standard	0.010408163070678711	2	1,
IndexError: list index out of range,	stop	0.008356094360351562	2	1,
IndexError: list index out of range,	simple	0.0074808597564697266	3	1,
IndexError: list index out of range,	standard	0.010272026062011719	3	1,
IndexError: list index out of range,	stop	0.009458303451538086	3	1,
IndexError: list index out of range,	simple	0.009102582931518555	4	1,
IndexError: list index out of range,	standard	0.011585712432861328	4	1,
IndexError: list index out of range,	stop	0.013143301010131836	4	1,
IndexError: list index out of range,	simple	0.016303062438964844	5	1,
IndexError: list index out of range,	standard	0.007600307464599609	5	1,
IndexError: list index out of range,	stop	0.007129192352294922	5	1,
AttributeError: object has no attribute,	simple	0.013825654983520508	0	0,
AttributeError: object has no attribute,	standard	0.013984441757202148	0	0,
AttributeError: object has no attribute,	stop	0.032254695892333984	0	0,
AttributeError: object has no attribute,	simple	0.017735004425048828	1	0,
AttributeError: object has no attribute,	standard	0.0246274471282959	1	0,
AttributeError: object has no attribute,	stop	0.01394200325012207	1	0,
AttributeError: object has no attribute,	simple	0.011834383010864258	2	0,
AttributeError: object has no attribute,	standard	0.011523246765136719	2	0,
AttributeError: object has no attribute,	stop	0.014678001403808594	2	0,
AttributeError: object has no attribute,	simple	0.01753997802734375	3	0,
AttributeError: object has no attribute,	standard	0.01661968231201172	3	0,
AttributeError: object has no attribute,	stop	0.015034198760986328	3	0,
AttributeError: object has no attribute,	simple	0.017722606658935547	4	0,
AttributeError: object has no attribute,	standard	0.01150059700012207	4	0,
AttributeError: object has no attribute,	stop	0.009230375289916992	4	0,
NameError: name is not defined,	simple	0.009595394134521484	0	0,
NameError: name is not defined,	standard	0.01330709457397461	0	0,
NameError: name is not defined,	stop	0.00878596305847168	0	0,
NameError: name is not defined,	simple	0.01528024673461914	1	1,
NameError: name is not defined,	standard	0.015249490737915039	1	1,
NameError: name is not defined,	stop	0.009607315063476562	1	1,
NameError: name is not defined,	simple	0.01074981689453125	2	1,
NameError: name is not defined,	standard	0.010079383850097656	2	1,
NameError: name is not defined,	stop	0.008884906768798828	2	1,
NameError: name is not defined,	simple	0.015264749526977539	3	1,
NameError: name is not defined,	standard	0.015883207321166992	3	1,
NameError: name is not defined,	stop	0.010523796081542969	3	1,
NameError: name is not defined,	simple	0.015594482421875	4	1,
NameError: name is not defined,	standard	0.015259027481079102	4	1,
NameError: name is not defined,	stop	0.00714874267578125	4	1,
IndexError: list index out of range,	simple	0.01036381721496582	0	1,
IndexError: list index out of range,	standard	0.008277177810668945	0	1,
IndexError: list index out of range,	stop	0.00962972640991211	0	1,
IndexError: list index out of range,	simple	0.016370773315429688	1	1,
IndexError: list index out of range,	standard	0.009971141815185547	1	1,
IndexError: list index out of range,	stop	0.009994029998779297	1	1,
IndexError: list index out of range,	simple	0.011345148086547852	2	1,
IndexError: list index out of range,	standard	0.007578849792480469	2	1,
IndexError: list index out of range,	stop	0.007320880889892578	2	1,
IndexError: list index out of range,	simple	0.007641315460205078	3	1,
IndexError: list index out of range,	standard	0.029636383056640625	3	1,
IndexError: list index out of range,	stop	0.007353544235229492	3	1,
IndexError: list index out of range,	simple	0.01036977767944336	4	1,
IndexError: list index out of range,	standard	0.029223918914794922	4	1,
IndexError: list index out of range,	stop	0.013291597366333008	4	1,
IndexError: list index out of range,	simple	0.010412454605102539	5	1,
IndexError: list index out of range,	standard	0.007441997528076172	5	1,
IndexError: list index out of range,	stop	0.006806612014770508	5	1,
AttributeError: object has no attribute,	simple	0.013891220092773438	0	0,
AttributeError: object has no attribute,	standard	0.013810157775878906	0	0,
AttributeError: object has no attribute,	stop	0.011720895767211914	0	0,
AttributeError: object has no attribute,	simple	0.017765283584594727	1	0,
AttributeError: object has no attribute,	standard	0.017156124114990234	1	0,
AttributeError: object has no attribute,	stop	0.009596586227416992	1	0,
AttributeError: object has no attribute,	simple	0.010926485061645508	2	0,
AttributeError: object has no attribute,	standard	0.0182950496673584	2	0,
AttributeError: object has no attribute,	stop	0.014655351638793945	2	0,
AttributeError: object has no attribute,	simple	0.017490148544311523	3	0,
AttributeError: object has no attribute,	standard	0.016382455825805664	3	0,
AttributeError: object has no attribute,	stop	0.014357805252075195	3	0,
AttributeError: object has no attribute,	simple	0.01756453514099121	4	0,
AttributeError: object has no attribute,	standard	0.03064250946044922	4	0,
AttributeError: object has no attribute,	stop	0.009868860244750977	4	0,
NameError: name is not defined,	simple	0.008996009826660156	0	0,
NameError: name is not defined,	standard	0.012192010879516602	0	0,
NameError: name is not defined,	stop	0.026669025421142578	0	0,
NameError: name is not defined,	simple	0.014691591262817383	1	1,
NameError: name is not defined,	standard	0.014565229415893555	1	1,
NameError: name is not defined,	stop	0.009317874908447266	1	1,
NameError: name is not defined,	simple	0.009778261184692383	2	1,
NameError: name is not defined,	standard	0.015490055084228516	2	1,
