NameError: name is not defined,	simple	0.10657548904418945	0	0,
NameError: name is not defined,	standard	0.08570671081542969	0	0,
NameError: name is not defined,	stop	0.09970808029174805	0	0,
NameError: name is not defined,	simple	0.091888427734375	1	1,
NameError: name is not defined,	standard	0.09721732139587402	1	1,
NameError: name is not defined,	stop	0.09816813468933105	1	1,
NameError: name is not defined,	simple	0.14401769638061523	2	1,
NameError: name is not defined,	standard	0.07754325866699219	2	1,
NameError: name is not defined,	stop	0.09689164161682129	2	1,
NameError: name is not defined,	simple	0.09629631042480469	3	1,
NameError: name is not defined,	standard	0.09367036819458008	3	1,
NameError: name is not defined,	stop	0.15959620475769043	3	1,
NameError: name is not defined,	simple	0.10529017448425293	4	1,
NameError: name is not defined,	standard	0.1819171905517578	4	1,
NameError: name is not defined,	stop	0.1988694667816162	4	1,
IndexError: list index out of range,	simple	0.08692717552185059	0	1,
IndexError: list index out of range,	standard	0.08575439453125	0	1,
IndexError: list index out of range,	stop	0.08791661262512207	0	1,
IndexError: list index out of range,	simple	0.06929135322570801	1	1,
IndexError: list index out of range,	standard	0.17507553100585938	1	1,
IndexError: list index out of range,	stop	0.0943601131439209	1	1,
IndexError: list index out of range,	simple	0.10198163986206055	2	1,
IndexError: list index out of range,	standard	0.11650705337524414	2	1,
IndexError: list index out of range,	stop	0.08832836151123047	2	1,
IndexError: list index out of range,	simple	0.09702539443969727	3	1,
IndexError: list index out of range,	standard	0.08739185333251953	3	1,
IndexError: list index out of range,	stop	0.0885457992553711	3	1,
IndexError: list index out of range,	simple	0.08209586143493652	4	1,
IndexError: list index out of range,	standard	0.09392857551574707	4	1,
IndexError: list index out of range,	stop	0.08880162239074707	4	1,
IndexError: list index out of range,	simple	0.15829849243164062	5	1,
IndexError: list index out of range,	standard	0.07114624977111816	5	1,
IndexError: list index out of range,	stop	0.0860450267791748	5	1,
AttributeError: object has no attribute,	simple	0.14203143119812012	0	0,
AttributeError: object has no attribute,	standard	0.09415102005004883	0	0,
AttributeError: object has no attribute,	stop	0.10719060897827148	0	0,
AttributeError: object has no attribute,	simple	0.08403968811035156	1	0,
AttributeError: object has no attribute,	standard	0.10804629325866699	1	0,
AttributeError: object has no attribute,	stop	0.12373757362365723	1	0,
AttributeError: object has no attribute,	simple	0.09483528137207031	2	0,
AttributeError: object has no attribute,	standard	0.10666251182556152	2	0,
AttributeError: object has no attribute,	stop	0.08173918724060059	2	0,
AttributeError: object has no attribute,	simple	0.1047360897064209	3	0,
AttributeError: object has no attribute,	standard	0.08896875381469727	3	0,
AttributeError: object has no attribute,	stop	0.10068583488464355	3	0,
AttributeError: object has no attribute,	simple	0.09862303733825684	4	0,
AttributeError: object has no attribute,	standard	0.15970945358276367	4	0,
AttributeError: object has no attribute,	stop	0.08460688591003418	4	0,
